author,bookformat,desc,genre,img,isbn,isbn13,pages,rating,reviews,title,totalratings,rating_norm,reviews_norm,totalratings_norm,pages_norm
Charlotte Mistry,ebook,"When Lucien is lured into a man's home with the promise of food, he thinks he'll be paying with his body. Little does he know that the man is one of the last worshipers of a dark god. Lucien is the latest offering, and it doesn't want his life- it wants much, much more. ,Warning: this 6600 word erotic short story contains corruption, mind control, tentacles, violence, eldritch creatures and more!","Romance,M M Romance,Fantasy,Horror",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340496501l/15719409.jpg,,CHRMST0000014,0,3.15,4,Cult Sacrifice,20,0.63,2.5192724341210258e-05,5.236526025796174e-06,0.0
George Carlin,ebook,"The bestselling comedy book series, ""Jokelopedia Presents"" is proud to present ""The Encyclopedia of George Carlin Jokes"".,This is collection of George Carlin jokes that will have you rolling on the floor laughing. Inside, you'll find over 300 of George's funniest, wittiest jokes and jokes from his stand-up. You'll find yourself referring to this book over and over again, whenever you're in the mood to have a laugh or share something funny with your friends. A must-have for any George Carlin fan.",Unknown,https://via.placeholder.com/120x180?text=No+Image,,B007L5C6EU,51,3.7,1,The Encyclopedia of George Carlin Jokes,10,0.7400000000000001,6.298181085302564e-06,2.618263012898087e-06,0.0007285714285714286
Marilyn Lee,Kindle Edition,"Narena Devon has always been a confident, full-figured woman. While most of her friends married, she was content to wait for her Knight in Shining armor. Then she runs into Anderson Prescottâ€”literally knocking him off his feet and falling hard for him in the process., ,Anderson Prescott is handsome, successful, and used to having his choice womenâ€”always tall, slender, and blonde. His immediate attraction to Narena surprises and dismays him., ,The physical attraction between the two is immediate and powerful. But sheâ€™s determined to get married. And heâ€™s determined to continue getting his milk freeâ€”preferably from her.","Romance,Interracial Romance,Fat,Plus Size",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341424064l/15735750.jpg,,B008ELGPXI,130,3.58,6,Just One Look,99,0.7160000000000001,3.7789086511815385e-05,2.592080382769106e-05,0.0018571428571428571
Frida SkybÃ¤ck,Hardcover,"Charlotte Hassel Ã¤r sexton Ã¥r och hemligt fÃ¶rlovad med sin stora kÃ¤rlek den unge adelsmannen Axel Gyllenstierna, men dÃ¥ hon en natt under dramatiska omstÃ¤ndigheter tvingas fly och lÃ¤mna landet skiljs de Ã¥t. FÃ¶rst tretton Ã¥r senare, i april 1771, ses de igen pÃ¥ en bal pÃ¥ Stockholms slott. Charlotte, som numera Ã¤r bosatt pÃ¥ ett gods i England, har nÃ¥tts av ett orovÃ¤ckande bud och motvilligt begett sig tillbaka till Sverige. VÃ¤l dÃ¤r fÃ¥r hon Ã¥ter bekanta sig med de mÃ¤nniskor hon en gÃ¥ng lÃ¤mnat. ,FÃ¶r Axel, som aldrig kunnat glÃ¶mma sin fÃ¶rsta kÃ¤rlek, ger det ovÃ¤ntade mÃ¶tet upphov till en rad frÃ¥gor. SammanstÃ¶tningen blir lika smÃ¤rtsam fÃ¶r Charlotte som nu lÃ¥ngsamt inser vad hon har gÃ¥tt miste om.,FrÃ¥n sitt nya hemland har Charlotte kunnat fÃ¶lja hur hennes familjs liv slagits i spillror, Ã¤ven om brevkontakten varit sparsam. Dessutom pÃ¥gÃ¥r en maktkamp i Sverige dÃ¥ kung Adolf Fredrik avlidit och kronprins Gustav befinner sig i Paris. Charlotte beslutar sig fÃ¶r att fÃ¶rsÃ¶ka hjÃ¤lpa sin familj att Ã¥terfÃ¥ HasselgÃ¥rden, men hon upptÃ¤cker snart att det finns starka makter i Stockholms societet som motarbetar henne.,Charlotte Hassel Ã¤r en begÃ¥vad, fÃ¤ngslande, kÃ¤rleksroman om en ung kvinnas utveckling och vÃ¤g till att finna kÃ¤rleken. ,Frida SkybÃ¤ck (fÃ¶dd 1980) Ã¤r sprÃ¥k- och historielÃ¤rare och arbetar pÃ¥ en internationell grundskola. Hon Ã¤r bosatt med sin man i Lund. Hennes debutroman Charlotte Hassel utspelar sig pÃ¥ 1770-talet, en spÃ¤nnande tid som prÃ¤glades av politisk oro, korruption och maktspel.","Historical,Historical Fiction,European Literature,Swedish Literature",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1342090982l/15747864.jpg,919795733X,919795733X,299,3.2,8,Charlotte Hassel,84,0.6400000000000001,5.0385448682420515e-05,2.199340930834393e-05,0.004271428571428571
ØµÙ„Ø§Ø­ Ø§Ù„Ø¯ÙŠÙ† Ù…Ø­Ù…Ø¯ Ø¬Ø¨Ø±ÙŠÙ„,Paperback,"Ø¥Ù† Ù‡Ø°Ù‡ Ø§Ù„Ø³ÙŠØ±Ø© Ø§Ù„Ø´Ø¹Ø¨ÙŠØ© Ø§Ù„ØªÙŠ Ø³Ù…ÙŠØªÙ‡Ø§ ØªØ¬Ø±ÙŠØ¯Ø© Ø­Ø¨ÙŠØ¨ Ø­Ø§Ø¯Ø«Ø© Ù…Ù†Ø³ÙŠØ© ØªØ§Ù‡Øª Ù…Ù† Ø§Ù„ØªØ§Ø±ÙŠØ® ÙÙŠ ÙÙŠØ§ÙÙŠ Ø§Ù„Ø¨Ù„Ø§Ø¯ ÙˆØ¨Ø±Ø§Ø±ÙŠÙ‡Ø§ Ø­ØªÙ‰ ØªØ¹Ø±ÙØª Ø¹Ù„ÙŠÙ‡Ø§ ÙˆØ§Ù‡ØªØ¯ÙŠØª Ø¥Ù„ÙŠÙ‡Ø§ ÙØ¨Ø­Ø«Øª Ø¹Ù†Ù‡Ø§ ÙÙŠ Ø§Ù„Ø§ØµÙˆÙ„ ,ÙˆØ¬Ù„ÙˆØª Ù…Ø§Ø¯ØªÙ‡Ø§ ÙˆÙ„Ù… Ø§Ù‚ØªØµØ± Ø¹Ù„Ù‰ ÙƒØªØ§Ø¨ Ø°ÙƒØ±Ù‡ ÙÙŠ ÙØµÙ„ Ù…Ù† Ø§Ù„ÙØµÙˆÙ„.,ÙˆÙ‚Ø¯ Ø§Ø³Ù‡Ù… ÙÙŠ Ø±ÙˆÙŠØ§ØªÙ‡Ø§ ÙˆØ£Ù…Ø¯Ù†ÙŠ Ø¨Ø·Ø±Ù Ù…Ù† Ø£Ø®Ø¨Ø§Ø±Ù‡Ø§ Ù…Ù† Ù„Ø§ ÙŠØ±Ù‚Ù‰ Ø¥Ù„ÙŠÙ‡ Ø§Ù„Ø´Ùƒ ÙˆØ§Ù†Ø´Ø¯Ù†ÙŠ Ù…Ù† Ø£Ø´Ø¹Ø§Ø±Ù‡Ø§ ÙˆØ³Ø§Ø¹Ø¯ ÙÙŠ ØªØ­Ù‚ÙŠÙ‚ ÙÙ‚Ø±Ø§ØªÙ‡Ø§ ÙˆÙ…ÙˆØ§Ù‚ÙÙ‡Ø§ ÙˆÙ…Ù†Ø§Ø²Ù„Ù‡Ø§ Ø¨Ø¹Ø¶ Ø§Ù„Ø¥Ø®ÙˆØ§Ù† Ù…Ù† Ø³ÙƒØ§Ù† Ù…Ø¯ÙŠÙ†Ø© Ø¯Ø±Ù†Ø© Ø§Ù„Ù…Ø¹Ø±ÙˆÙÙŠÙ†ØŒ ÙˆÙ‡Ù… Ø§Ù„Ø­Ø§Ø¬ Ø¹Ø¨Ø¯Ø§Ù„Ø³Ù„Ø§Ù… Ø¹Ø²ÙˆØ² ÙˆØ§Ù„Ø­Ø§Ø¬ Ø¹Ø¨Ø¯Ø§Ù„Ù‚Ø§Ø¯Ø± Ø¹Ø²ÙˆØ² ÙˆØ§Ù„Ø­Ø§Ø¬ Ù…Ø­Ù…Ø¯ Ø§Ù„Ù‡Ø±Ø§Ù… ÙˆØ§Ù„Ø­Ø§Ø¬ Ù…Ø³Ø¹ÙˆØ¯ ÙØ§Ù„Ø­ ÙˆØ§Ù„Ø­Ø§Ø¬ Ù…Ø­Ù…Ø¯ ÙƒØ­ÙŠÙ„.,ØªØ³Ù…Ù‰ Ù‡Ø°Ù‡ Ø§Ù„Ù…Ø£Ø«ÙˆØ±Ø© ØªØ¬Ø±ÙŠØ¯Ø© Ø­Ø¨ÙŠØ¨ ÙˆØªØ³Ù…Ù‰ Ø£ÙŠØ¶Ø§ Ø¬Ø±Ø¯Ø© ÙƒÙ…Ø§ Ø³Ù…Ø§Ù‡Ø§ Ø§Ù„Ø³Ù†ÙˆØ³ÙŠ Ù…Ø­Ù…Ø¯ Ø§Ù„ØºØ²Ø§Ù„ÙŠ ÙÙŠ ÙƒØªØ§Ø¨Ù‡ ( Ø§Ù„Ø³Ø¨Ùƒ Ø§Ù„Ø­Ø¯ÙŠØ« ÙÙŠ ØªØ§Ø±ÙŠØ® Ø¨Ø±Ù‚Ø© Ø§Ù„Ù‚Ø¯ÙŠÙ… ÙˆØ§Ù„Ø­Ø¯ÙŠØ«) ÙˆØªØ³Ù…Ù‰ ÙØ²Ø¹Ø© ÙˆØªØ³Ù…Ù‰ Ø£ÙŠØ¶Ø§ Ø­Ø±Ø¨ Ø£ÙˆÙ„Ø§Ø¯ Ø¹Ù„ÙŠ. ÙˆÙ„Ù‚Ø¯ Ù‚Ù…Øª Ø¨Ø¬Ù…Ø¹ Ø´ØªØ§ØªÙ‡Ø§ Ù…Ù† Ø¬Ø¯ÙŠØ¯ Ù…Ø¹ØªÙ…Ø¯Ø§ Ø¹Ù„Ù‰ Ø§Ù„Ø¯Ø±Ø§Ø³Ø© Ø§Ù„Ø­Ù‚Ù„ÙŠØ© Ù…Ø­Ù‚Ù‚Ø§ ÙÙŠ Ø¬Ù…Ø¹ ØªØ±Ø§Ø«Ù‡Ø§ ÙˆØ´Ø±Ø­ ØºØ±ÙŠØ¨Ù‡Ø§ Ù…Ù† Ø£ÙÙˆØ§Ù‡ Ø§Ù„Ø´ÙŠÙˆØ® ÙˆØ±ÙˆØ§Ø© Ø§Ù„Ù…Ø£Ø«ÙˆØ± Ù…Ø¹ Ø§Ù„Ø§Ø³ØªØ¹Ø§Ù†Ø© Ø¨Ø¨Ø¹Ø¶ Ø§Ù„Ù…Ø±Ø§Ø¬Ø¹ ÙˆØ§Ù„ÙƒØªØ¨ ÙˆØ¨Ø¹Ø¶ Ù…Ø¹Ø§Ø¬Ù… Ø§Ù„Ù„ØºØ©. ÙˆÙ„Ù‚Ø¯ Ø¨>Ù„Øª Ù‚ØµØ§Ø±Ù‰ Ø¬Ù‡Ø¯ÙŠ ÙÙŠ ØªØ­Ù‚ÙŠÙ‚ Ù‡Ø°Ù‡ Ø§Ù„Ù…Ø£Ø«ÙˆØ±Ø© Ø£Ùˆ Ø§Ù„Ø³ÙŠØ±Ø© Ø§Ù„Ø´Ø¹Ø¨ÙŠØ© Ø¨Ø£Ø³Ù… (ØªØ¬Ø±ÙŠØ¯Ø© Ø­Ø¨ÙŠØ¨) ÙˆØ§Ù„ØªÙŠ Ù„Ù… ØªØ¯ÙˆÙ† Ù…Ù† Ù‚Ø¨Ù„ Ø¨Ø´ÙƒÙ„ Ù…ÙØµÙ„ ÙˆØ£Ø³Ù„ÙˆØ¨ Ù…ÙˆØ³Ø¹ Ø¨Ø£Ø³ØªØ«Ù†Ø§Ø¡ Ù…Ø§ Ø°ÙƒØ±Ù‡ Ø¹Ù†Ù‡Ø§ Ø§Ù„Ø§Ø® Ø§Ù„Ø³Ù†ÙˆØ³ÙŠ Ù…Ø­Ù…Ø¯ Ø§Ù„ØºØ²Ø§Ù„ÙŠ Ø¨Ø¹Ù†ÙˆØ§Ù† Ø¬Ø±Ø¯Ø© Ø­Ø¨ÙŠØ¨ ÙÙŠ ÙƒØªØ§Ø¨Ù‡ Ø§Ù„Ù…Ø°ÙƒÙˆØ± Ø¹Ù†Ù‡Ø§ Ø§Ù„Ø³Ø¨Ùƒ Ø§Ù„Ø­Ø¯ÙŠØ« Ø£Ùˆ Ù…Ø§ Ø°ÙƒØ±Ù‡ Ø§ÙŠØ¶Ø§ Ø§Ù„Ø¨Ø§Ø­Ø« Ø§Ù„Ø¥ÙŠØ·Ø§Ù„ÙŠ Ø¥Ù†Ø±ÙŠÙƒÙˆØ¯ÙŠ Ø£ÙˆØ¬Ø³ØªÙŠÙ†ÙŠ ÙÙŠ ÙƒØªØ§Ø¨Ù‡ Ø§Ù„Ù…Ø°ÙƒÙˆØ± Ø§Ù„Ø³ÙƒØ§Ù† ÙÙŠ Ø¨Ø±Ù‚Ø©.",History,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1359588264l/15758528.jpg,,941173,275,3.83,6,ØªØ¬Ø±ÙŠØ¯Ø© Ø­Ø¨ÙŠØ¨,60,0.766,3.7789086511815385e-05,1.5709578077388524e-05,0.003928571428571429
Walije Gondwe,,Unknown,Unknown,https://via.placeholder.com/120x180?text=No+Image,,333620291,0,0.0,0,Double Dating,0,0.0,0.0,0.0,0.0
Cynthia Pelayo,Kindle Edition,"The Mexican board game of LoterÃ­a is a game of chance. It is similar to our American bingo. However, in Loteria instead of matching up numbers on a game board, players match up images.,There are 54 cards in the LoterÃ­a game, and for this short story collection you will find one unique story per card based on a Latin American myth, folklore, superstition, or belief â€“ with a slant towards the paranormal and horrific. In this deck of cards you will find murderers, ghosts, goblins and ghouls. This collection features creatures and monsters, vampires and werewolves and many of these legends existed in the Americas long before their European counterparts.,Many of these stories have been passed over time throughout the Americas, and many have been passed via word of mouth, just like the tales the Brothers Grimm collected. These are indeed fairy tales, but with a much more terrible little slant. Published by Burial Day Books. (From Amazon)","Horror,Short Stories,Fantasy,Paranormal,Fantasy,Fiction,Fantasy,Supernatural,Adult Fiction",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355242703l/15781185.jpg,,B008Q1NXQI,252,3.79,8,Loteria,42,0.758,5.0385448682420515e-05,1.0996704654171965e-05,0.0036
NilgÃ¼n Uysal,Paperback,"ZamanÄ±n kaybolmuÅŸu yoktur. YaÅŸanan her ÅŸey, mÃ¼spet, menfi, bizi inÅŸa eder. YalnÄ±z bizi deÄŸil, bizden sonraki kuÅŸaklarÄ± da...,YaÅŸadÄ±klarÄ±mÄ±zÄ± anÄ±nda belki en iyi ÅŸekilde inÅŸa edemeyiz. Ama, onlarÄ± deÄŸerlendirdiÄŸimiz vakit; gelecek daha emin olur.,Hayat ""gemi""mi bilmiyorum; ""gemicilik"" olduÄŸu gerÃ§ektir. YaÅŸandÄ±kÃ§a ve akÄ±lda tutuldukÃ§a daha iyi seyrÃ¼sefer ederiz.,Herkes kendi talihinin mimarÄ±dÄ±r.,YaÅŸadÄ±klarÄ±, an be an insanÄ± oluÅŸturur ve arkasÄ±nda bÄ±raktÄ±klarÄ±, farkÄ±na varmadan Ã¶nÃ¼ne geÃ§er.,Kader, gaipten yazÄ±lmaz. Ä°nsan, kaderini kendi yazar.,Ä°lber OrtaylÄ±, Åžubat 2006, Ä°stanbul","Biography,Cultural,Turkish",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353316795l/15782766.jpg,,8.79E+12,626,4.16,10,Zaman Kaybolmaz: Ä°lber OrtaylÄ± KitabÄ±,159,0.8320000000000001,6.298181085302565e-05,4.163038190507958e-05,0.008942857142857143
Kasey Dean,ebook,"[MÃ©nage Amour: Erotic Paranormal MÃ©nage a Quatre Romance, M/M/F/M, with M/M, shape-shifters, HEA],Devlin Mikhail and Chase Tanner have been searching for eleven years for their other mate. When disaster strikes the same day Chase finds their human mate, he knows they found her at the perfect time to complete their family.,Amalya McKinnon is a human who had her heart broken five years ago when the love of her life, Gavin, left without contacting her again. When she meets Chase and Devlin, she is thrown into a world she never knew existed. She is drawn to the two wolf shifters but has a hard time trusting them.,Devlin and Chase earn her trust and start to heal her heart, but her happiness doesnâ€™t last. Gavin returns to claim her as his mate, and a threat from the past she never knew existed has come back for her.,Can the three men put their differences aside and make her happy, or will they all lose her?","Shapeshifters,Werewolves,Erotica,Menage,Romance,M M Romance,Romance,Paranormal Romance,Paranormal,Shapeshifters,Romance,Adult Fiction,Erotica,Menage,Threesome,Romance,M F Romance,Animals,Wolves",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344212352l/15788859.jpg,9781622411,B0096A22S8,172,4.12,5,Hidden Alpha (Alpha Mates #1),86,0.8240000000000001,3.149090542651282e-05,2.251706191092355e-05,0.002457142857142857
Charlotte Mistry,ebook,"Algernon has never been able to leave a puzzle-box alone, and this one is no different- but the thing inside is something he should never have touched. As his dreams get worse and the line keeping him from madness grows razor-thin, can he keep himself from giving in to the creature's sweet, seductive whispers?,Warning: this 6300 word erotic story contains tentacles, breathplay, xeno, and explicit sex.","Fantasy,Horror",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344286942l/15792232.jpg,,CHRMST0000042,0,3.17,9,Tentacles of Ink,18,0.634,5.668362976772308e-05,4.712873423216557e-06,0.0
Dan     Hill,Kindle Edition,"We live in an age of sticky problems, whether itâ€™s climate change or the decline of the welfare state. With conventional solutions failing, a new culture of decision-making is called for. Strategic design is about applying the principles of traditional design to ""big picture"" systemic challenges such as healthcare, education and the environment. It redefines how problems are approached and aims to deliver more resilient solutions. In this short book, Dan Hill outlines a new vocabulary of design, one that needs to be smuggled into the upper echelons of power. He asserts that, increasingly, effective design means engaging with the messy politics â€“ the â€œdark matterâ€ â€“ taking place above the designerâ€™s head. And that may mean redesigning the organisation that hires you.","Design,Nonfiction,Business,Philosophy,Architecture",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344382263l/15801041.jpg,,B0085KEVO8,86,4.34,22,Dark Matter and Trojan Horses: A Strategic Design Vocabulary,162,0.868,0.00013855998387665643,4.241586080894901e-05,0.0012285714285714285
Stephen M. Stahl,Paperback,"Another distinctive handbook, this covers all the classes of antipsychotics currently available and clearly explains the complex pharmacological mechanisms involved in the actions of the different classes.","Medicine,Psychiatry",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388984554l/1580144.jpg,185317601X,1853178659,0,4.4,0,Psychopharmacology of Antipsychotics,10,0.8800000000000001,0.0,2.618263012898087e-06,0.0
Tymber Dalton,ebook,"Love and passionâ€¦,Nevvie, Tom, and Tyler have made it through more than their fair share of ups and downs, including surviving a cross-country family vacation cooped up together in an RV. With their family growing by leaps and bounds, their future looks bright even as their love and passion for each other burns ever brighter.,A deadly storm...,Now Nevvie has to stay strong not just for her men and her sons, but for her brothers, parents, and her little sister as she helplessly watches a killer hurricane bear down on Tampa from the safety of Savannah.,An even deadlier foeâ€¦,When confronted by an evil man hell-bent not only on revenge, but on destroying all Nevvie loves, can Nevvie, Tom, and Tyler rely on each other and draw on inner strength they never knew they possessed to face the final reckoning?","Erotica,Menage,Erotica,BDSM,Adult Fiction,Erotica,Menage,M M F,Romance,Romance,M M Romance,Romance,Erotic Romance,Menage,M F M,Contemporary,Romance,Contemporary Romance",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1346070087l/15852023.jpg,,2.31E+12,213,4.26,40,Reckoning,695,0.852,0.0002519272434121026,0.00018196927939641706,0.0030428571428571427
Joey Reiman,Hardcover,"Can one idea be worth a million dollars? Of course. But what is a million-dollar idea worth if it is poorly executed? In this ground-breaking, paradigm-shifting book, creative genius Joey Reiman presents a convincing argument for the value of raw ideas.",Leadership,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348233397l/1589405.jpg,1563524694,7.98E+11,208,3.91,6,"Thinking for a Living: Creating Ideas That Revitalize Your Business, Career, and Life",53,0.782,3.7789086511815385e-05,1.3876793968359861e-05,0.0029714285714285715
"Darla Sims,Kim GuzmÃ¡n",Paperback,Book by Kim Guzman,"Crafts,Crochet,Nonfiction,Art,Crafts",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1411051916l/15895543.jpg,1609003411,28906055993,56,3.69,1,Ultimate Beginner's Guide to Tunisian Crochet,70,0.738,6.298181085302564e-06,1.832784109028661e-05,0.0007999999999999999
Nathalie Hertz,Paperback,"Vampire Tarot offers a unique view into a world of darkness shrouded in mystery and beauty. The stunning and original paintings are highlighted with metallic inks, unique paper, and fabric.","Occult,Divination",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1346422845l/15939496.jpg,,1572812915,35,4.33,0,Vampire Tarot Deck,3,0.8660000000000001,0.0,7.854789038694261e-07,0.0005
Akhteruzzaman Elias,Hardcover,"à¦ªà§à¦°à§‡à¦®à§‡à¦° à¦—à¦ªà§à¦ªà§‹,à¦«à§‹à¦à§œà¦¾,à¦œà¦¾à¦² à¦¸à§à¦¬à¦ªà§à¦¨, à¦¸à§à¦¬à¦ªà§à¦¨à§‡à¦° à¦œà¦¾à¦²,à¦•à¦¾à¦¨à§à¦¨à¦¾,à¦°à§‡à¦‡à¦¨à¦•à§‹à¦Ÿ","Short Stories,Fiction",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459682856l/15980561._SY475_.jpg,,9844100720,95,4.22,8,"à¦œà¦¾à¦² à¦¸à§à¦¬à¦ªà§à¦¨, à¦¸à§à¦¬à¦ªà§à¦¨à§‡à¦° à¦œà¦¾à¦²",90,0.844,5.0385448682420515e-05,2.3564367116082783e-05,0.0013571428571428571
Bessie James,Kindle Edition,"Bessie is my lover. She is a â€œprostituteâ€ but thatâ€™s not important to me. At age thirty-five, she decided to find out if she could be really great at having sex with strangers for money. At the beginning of â€œIntimate Acts with Strangersâ€ she is thirty-seven, and is, indeed, really great at having sex for money. These 359 pages document how she came to be one of the most celebrated escorts in Seattle. ,At the same time, Bessie is also the mother of three young children. She lives with her husband and kids in a middle-class suburb of Seattle. She could be your neighbor that does creative craft projects with your kids on her kitchen table when they come over for a â€œplay date.â€ There could be someone just like her living next door to you. ,She could even be you.,The main questions this book addresses are: Why do so many married men pay for sex? And what are the realities of the apartment-based sex providers who sell it to them? â€œIntimate Acts with Strangersâ€ gives you a rare insight into the motivations behind these seemingly cold transactions., ,Despite some extremely erotic and playful scenes, this book ends up being a very serious document about the unfairness of the way prostitutes (and their clients) are regarded and a raw, hopefully inspiring journey of two people exploring their sexual liberation. Once youâ€™ve read it, you may love it or you may hate it, but more importantly, you should talk about why it affected you the way it did.,There are hundreds of thousands of women like Bessie all over America, but the mass media hasnâ€™t a clue what their lives are really like. When the Bessies of America read this book, theyâ€™ll say, â€œAt last, someone portrays what really goes on behind my apartment door.â€, ,Youâ€™ll say, â€œAt last I know why those apartment doors exist.â€,We should warn you, though: there is real trouble ahead for all of us -- Bessie, me, and yes, even you, intrepid reader. Our senses of propriety, our sexual boundaries and our notions of true love are all on the line here., ,Bessie and I would not have gone to the trouble of opening up our complicated lives to you if we didnâ€™t want to put more great sex into the world. But at the same time, we want something more from your reading our story. As one Goodreads reviewer put it â€œThis is a true love story! Real life synchronicity, the universe moving two people into alignment against all odds.â€ ,Great sex makes a lot of trouble almost worthwhile. When you find a great love to go with it, trouble doesnâ€™t stand a chance. ,Adult content: contains graphic sexual scenes and subject matter.","Adult Fiction,Erotica,Nonfiction,Sex Work,Prostitution,Erotica,BDSM",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347804510l/15985632.jpg,,B008MT8Y2W,359,3.67,4,Intimate Acts with Strangers,6,0.734,2.5192724341210258e-05,1.5709578077388522e-06,0.0051285714285714285
Ù„ÙŠÙ„Ù‰ Ø£Ø¨Ùˆ Ø²ÙŠØ¯,Paperback,"Ù…Ù„Ø®Øµ Ø§Ù„Ø±ÙˆØ§ÙŠØ© ,http://www.manabermaroc.com/t562-topic","Northern Africa,Morocco",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1346843429l/15990824.jpg,9954403019,9954403019,151,3.39,33,Ø±Ø¬ÙˆØ¹ Ø¥Ù„Ù‰ Ø§Ù„Ø·ÙÙˆÙ„Ø©,360,0.678,0.00020783997581498462,9.425746846433113e-05,0.002157142857142857
"Werner Heisenberg,Tomislav PetkoviÄ‡",Hardcover,Unknown,Unknown,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1346963384l/15993496.jpg,,9536463164,152,4.0,0,Promjene u osnovama prirodne znanosti: Å¡est predavanja; Slika svijeta suvremene fizike; Razvoj kvantne teorije i njezinih tumaÄenja na Heisenbergovu tragu,4,0.8,0.0,1.0473052051592348e-06,0.0021714285714285715
Ruy Duarte de Carvalho,Paperback,Unknown,"Central Africa,Angola",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347397203l/16003695.jpg,9727952607,9727952607,159,3.25,1,Como se o mundo naÌƒo tivesse Leste,16,0.65,6.298181085302564e-06,4.189220820636939e-06,0.0022714285714285714
Jacob Birkler,Paperback,"Videnskabsteori har fÃ¥et en helt central plads i den mellemlange sundhedsuddannelser. Denne bog imÃ¸dekommer de konkrete krav, der stilles hertil. Med oplysende eksempler fra sundhedsvÃ¦senet formidles videnskabsteorien i et klart og prÃ¦cist sprog med fokus pÃ¥ fagets forandring i praksis. Bogen er en letlÃ¦st men dÃ¦kkende grundbog og vil kunne lÃ¦ses i tilknytning til forskningsmetodologi. Forfatteren gennemgÃ¥r alle de centrale videnskabsteoretiske retninger, herunder positivisme, hermeneutik, fÃ¦nomenologi og kritisk teori. Desuden bliver alle de vÃ¦sentligste videnskabsteoretiske nÃ¸gleord udfÃ¸rligt behandlet fx viden, sandhed, begrundelse, teori, objektivitet, forstÃ¥else, forklaring osv.",Unknown,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347477869l/16004931.jpg,8762805304,9788705309,150,3.08,2,Videnskabsteori: En grundbog,13,0.6160000000000001,1.2596362170605129e-05,3.403741916767513e-06,0.002142857142857143
Robin Schone,Kindle Edition,"LET ME BE YOUR FANTASY MAN ... FOR AS LONG AS THE STORM LASTS.,Lady Abigail Wynfred escapes to a seaside cottage to bid her dreams farewell before marrying a staid English lord to please her family. Colonel Robert Coally convalesces in a nearby cottage to recuperate from a battle wound before returning to the Boer Wars. When a storm strikes, Robert takes refuge with Abigail. He has seen too much death. She has experienced too much loneliness. They vow to fulfill each others fantasies until the storm ends. But passion, they discover, is as unpredictable and life-altering as the elements ...,* Originally published in the anthology ,""Captivated""","Romance,Historical Romance,Adult Fiction,Erotica,Romance,Historical,Historical,Victorian,Fiction,Romance,Erotic Romance,Historical,Historical Fiction,Novella,Historical,Regency",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1593384072l/16008137._SY475_.jpg,,B01JBTNT1C,127,3.98,48,A Lady's Pleasure,571,0.796,0.0003023126920945231,0.00014950281803648076,0.0018142857142857142
The Grabarchuk Family,Kindle Edition,Unknown,"Mathematics,Puzzles",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348050397l/16034980.jpg,,B0093O7ZBQ,112,4.5,5,Puzzlebook 104 Puzzle Quizzes,6,0.9,3.149090542651282e-05,1.5709578077388522e-06,0.0015999999999999999
